Ref_Date,GEO,COMPONENTS,Vector,Coordinate,Value
2013/09,Alberta,Total receipts,v44159016,10.2,166336.0
2013/10,Alberta,Total receipts,v44159016,10.2,176452.0
2013/11,Alberta,Total receipts,v44159016,10.2,154491.0
2013/12,Alberta,Total receipts,v44159016,10.2,185998.0
2014/01,Alberta,Total receipts,v44159016,10.2,203946.0
2014/02,Alberta,Total receipts,v44159016,10.2,268335.0
2014/03,Alberta,Total receipts,v44159016,10.2,327090.0
2014/04,Alberta,Total receipts,v44159016,10.2,258330.0
2014/05,Alberta,Total receipts,v44159016,10.2,260941.0
2014/06,Alberta,Total receipts,v44159016,10.2,227540.0
2014/07,Alberta,Total receipts,v44159016,10.2,280308.0
2014/08,Alberta,Total receipts,v44159016,10.2,139832.0
2014/09,Alberta,Total receipts,v44159016,10.2,35122.0
2014/10,Alberta,Total receipts,v44159016,10.2,82762.0
2014/11,Alberta,Total receipts,v44159016,10.2,130677.0
2014/12,Alberta,Total receipts,v44159016,10.2,88128.0
2015/01,Alberta,Total receipts,v44159016,10.2,193883.0
2015/02,Alberta,Total receipts,v44159016,10.2,242551.0
2015/03,Alberta,Total receipts,v44159016,10.2,112185.0
2015/04,Alberta,Total receipts,v44159016,10.2,41560.0
2015/05,Alberta,Total receipts,v44159016,10.2,126300.0
2015/06,Alberta,Total receipts,v44159016,10.2,258718.0
2015/07,Alberta,Total receipts,v44159016,10.2,74493.0
2015/08,Alberta,Total receipts,v44159016,10.2,107608.0
2015/09,Alberta,Total receipts,v44159016,10.2,50467.0
2015/10,Alberta,Total receipts,v44159016,10.2,34707.0
2015/11,Alberta,Total receipts,v44159016,10.2,46538.0
2015/12,Alberta,Total receipts,v44159016,10.2,91267.0
2008/01,Alberta,Receipts from other provinces,v44159017,10.3,164439.0
2008/02,Alberta,Receipts from other provinces,v44159017,10.3,137359.0
2008/03,Alberta,Receipts from other provinces,v44159017,10.3,116178.0
2008/04,Alberta,Receipts from other provinces,v44159017,10.3,202408.0
2008/05,Alberta,Receipts from other provinces,v44159017,10.3,332794.0
2008/06,Alberta,Receipts from other provinces,v44159017,10.3,286200.0
2008/07,Alberta,Receipts from other provinces,v44159017,10.3,194227.0
2008/08,Alberta,Receipts from other provinces,v44159017,10.3,144417.0
2008/09,Alberta,Receipts from other provinces,v44159017,10.3,90442.0
2008/10,Alberta,Receipts from other provinces,v44159017,10.3,214633.0
2008/11,Alberta,Receipts from other provinces,v44159017,10.3,241974.0
2008/12,Alberta,Receipts from other provinces,v44159017,10.3,227115.0
2009/01,Alberta,Receipts from other provinces,v44159017,10.3,260439.0
2009/02,Alberta,Receipts from other provinces,v44159017,10.3,211691.0
2009/03,Alberta,Receipts from other provinces,v44159017,10.3,186607.0
2009/04,Alberta,Receipts from other provinces,v44159017,10.3,127459.0
2009/05,Alberta,Receipts from other provinces,v44159017,10.3,197781.0
2009/06,Alberta,Receipts from other provinces,v44159017,10.3,187124.0
2009/07,Alberta,Receipts from other provinces,v44159017,10.3,201547.0
2009/08,Alberta,Receipts from other provinces,v44159017,10.3,124311.0
2009/09,Alberta,Receipts from other provinces,v44159017,10.3,86457.0
2009/10,Alberta,Receipts from other provinces,v44159017,10.3,65293.0
2009/11,Alberta,Receipts from other provinces,v44159017,10.3,166497.0
2009/12,Alberta,Receipts from other provinces,v44159017,10.3,138850.0
2010/01,Alberta,Receipts from other provinces,v44159017,10.3,115059.0
2010/02,Alberta,Receipts from other provinces,v44159017,10.3,92479.0
2010/03,Alberta,Receipts from other provinces,v44159017,10.3,64163.0
2010/04,Alberta,Receipts from other provinces,v44159017,10.3,128165.0
2010/05,Alberta,Receipts from other provinces,v44159017,10.3,245762.0
2010/06,Alberta,Receipts from other provinces,v44159017,10.3,308754.0
2010/07,Alberta,Receipts from other provinces,v44159017,10.3,248901.0
2010/08,Alberta,Receipts from other provinces,v44159017,10.3,140655.0
2010/09,Alberta,Receipts from other provinces,v44159017,10.3,25468.0
2010/10,Alberta,Receipts from other provinces,v44159017,10.3,154471.0
2010/11,Alberta,Receipts from other provinces,v44159017,10.3,173767.0
2010/12,Alberta,Receipts from other provinces,v44159017,10.3,272521.0
2011/01,Alberta,Receipts from other provinces,v44159017,10.3,319595.0
2011/02,Alberta,Receipts from other provinces,v44159017,10.3,341241.0
2011/03,Alberta,Receipts from other provinces,v44159017,10.3,396300.0
2011/04,Alberta,Receipts from other provinces,v44159017,10.3,362667.0
2011/05,Alberta,Receipts from other provinces,v44159017,10.3,300044.0
2011/06,Alberta,Receipts from other provinces,v44159017,10.3,246499.0
2011/07,Alberta,Receipts from other provinces,v44159017,10.3,312088.0
2011/08,Alberta,Receipts from other provinces,v44159017,10.3,293424.0
2011/09,Alberta,Receipts from other provinces,v44159017,10.3,269174.0
2011/10,Alberta,Receipts from other provinces,v44159017,10.3,226592.0
2011/11,Alberta,Receipts from other provinces,v44159017,10.3,263060.0
2011/12,Alberta,Receipts from other provinces,v44159017,10.3,215030.0
2012/01,Alberta,Receipts from other provinces,v44159017,10.3,201562.0
2012/02,Alberta,Receipts from other provinces,v44159017,10.3,238493.0
2012/03,Alberta,Receipts from other provinces,v44159017,10.3,261652.0
2012/04,Alberta,Receipts from other provinces,v44159017,10.3,415764.0
2012/05,Alberta,Receipts from other provinces,v44159017,10.3,405426.0
2012/06,Alberta,Receipts from other provinces,v44159017,10.3,379482.0
2012/07,Alberta,Receipts from other provinces,v44159017,10.3,419364.0
2012/08,Alberta,Receipts from other provinces,v44159017,10.3,299382.0
2012/09,Alberta,Receipts from other provinces,v44159017,10.3,166662.0
2012/10,Alberta,Receipts from other provinces,v44159017,10.3,225420.0
2012/11,Alberta,Receipts from other provinces,v44159017,10.3,321388.0
2012/12,Alberta,Receipts from other provinces,v44159017,10.3,271475.0
2013/01,Alberta,Receipts from other provinces,v44159017,10.3,242631.0
2013/02,Alberta,Receipts from other provinces,v44159017,10.3,147146.0
2013/03,Alberta,Receipts from other provinces,v44159017,10.3,333853.0
2013/04,Alberta,Receipts from other provinces,v44159017,10.3,361368.0
2013/05,Alberta,Receipts from other provinces,v44159017,10.3,232193.0
2013/06,Alberta,Receipts from other provinces,v44159017,10.3,251038.0
2013/07,Alberta,Receipts from other provinces,v44159017,10.3,192755.0
2013/08,Alberta,Receipts from other provinces,v44159017,10.3,79704.0
2013/09,Alberta,Receipts from other provinces,v44159017,10.3,131375.0
2013/10,Alberta,Receipts from other provinces,v44159017,10.3,127738.0
2013/11,Alberta,Receipts from other provinces,v44159017,10.3,92104.0
2013/12,Alberta,Receipts from other provinces,v44159017,10.3,106666.0
2014/01,Alberta,Receipts from other provinces,v44159017,10.3,116890.0
2014/02,Alberta,Receipts from other provinces,v44159017,10.3,146851.0
2014/03,Alberta,Receipts from other provinces,v44159017,10.3,176288.0
2014/04,Alberta,Receipts from other provinces,v44159017,10.3,142481.0
2014/05,Alberta,Receipts from other provinces,v44159017,10.3,172949.0
2014/06,Alberta,Receipts from other provinces,v44159017,10.3,155204.0
2014/07,Alberta,Receipts from other provinces,v44159017,10.3,165516.0
2014/08,Alberta,Receipts from other provinces,v44159017,10.3,97002.0
2014/09,Alberta,Receipts from other provinces,v44159017,10.3,21570.0
2014/10,Alberta,Receipts from other provinces,v44159017,10.3,43277.0
2014/11,Alberta,Receipts from other provinces,v44159017,10.3,73866.0
2014/12,Alberta,Receipts from other provinces,v44159017,10.3,56661.0
2015/01,Alberta,Receipts from other provinces,v44159017,10.3,113510.0
2015/02,Alberta,Receipts from other provinces,v44159017,10.3,156914.0
2015/03,Alberta,Receipts from other provinces,v44159017,10.3,68657.0
2015/04,Alberta,Receipts from other provinces,v44159017,10.3,28699.0
2015/05,Alberta,Receipts from other provinces,v44159017,10.3,80000.0
2015/06,Alberta,Receipts from other provinces,v44159017,10.3,173890.0
2015/07,Alberta,Receipts from other provinces,v44159017,10.3,54186.0
2015/08,Alberta,Receipts from other provinces,v44159017,10.3,72694.0
2015/09,Alberta,Receipts from other provinces,v44159017,10.3,22134.0
2015/10,Alberta,Receipts from other provinces,v44159017,10.3,25055.0
2015/11,Alberta,Receipts from other provinces,v44159017,10.3,38392.0
2015/12,Alberta,Receipts from other provinces,v44159017,10.3,43753.0
2008/01,Alberta,Purchased receipts from the United States,v44159018,10.4,46325.0
2008/02,Alberta,Purchased receipts from the United States,v44159018,10.4,61720.0
2008/03,Alberta,Purchased receipts from the United States,v44159018,10.4,43863.0
2008/04,Alberta,Purchased receipts from the United States,v44159018,10.4,89283.0
2008/05,Alberta,Purchased receipts from the United States,v44159018,10.4,84695.0
2008/06,Alberta,Purchased receipts from the United States,v44159018,10.4,81264.0
2008/07,Alberta,Purchased receipts from the United States,v44159018,10.4,31987.0
2008/08,Alberta,Purchased receipts from the United States,v44159018,10.4,42121.0
2008/09,Alberta,Purchased receipts from the United States,v44159018,10.4,40354.0
2008/10,Alberta,Purchased receipts from the United States,v44159018,10.4,116727.0
2008/11,Alberta,Purchased receipts from the United States,v44159018,10.4,72271.0
2008/12,Alberta,Purchased receipts from the United States,v44159018,10.4,50738.0
2009/01,Alberta,Purchased receipts from the United States,v44159018,10.4,77455.0
2009/02,Alberta,Purchased receipts from the United States,v44159018,10.4,62314.0
2009/03,Alberta,Purchased receipts from the United States,v44159018,10.4,44334.0
2009/04,Alberta,Purchased receipts from the United States,v44159018,10.4,33549.0
2009/05,Alberta,Purchased receipts from the United States,v44159018,10.4,69480.0
2009/06,Alberta,Purchased receipts from the United States,v44159018,10.4,46509.0
2009/07,Alberta,Purchased receipts from the United States,v44159018,10.4,97655.0
2009/08,Alberta,Purchased receipts from the United States,v44159018,10.4,21548.0
2009/09,Alberta,Purchased receipts from the United States,v44159018,10.4,32523.0
2009/10,Alberta,Purchased receipts from the United States,v44159018,10.4,50173.0
2009/11,Alberta,Purchased receipts from the United States,v44159018,10.4,69935.0
2009/12,Alberta,Purchased receipts from the United States,v44159018,10.4,56491.0
2010/01,Alberta,Purchased receipts from the United States,v44159018,10.4,49811.0
2010/02,Alberta,Purchased receipts from the United States,v44159018,10.4,33955.0
2010/03,Alberta,Purchased receipts from the United States,v44159018,10.4,37579.0
2010/04,Alberta,Purchased receipts from the United States,v44159018,10.4,48635.0
2010/05,Alberta,Purchased receipts from the United States,v44159018,10.4,50996.0
2010/06,Alberta,Purchased receipts from the United States,v44159018,10.4,76326.0
2010/07,Alberta,Purchased receipts from the United States,v44159018,10.4,49497.0
2010/08,Alberta,Purchased receipts from the United States,v44159018,10.4,23536.0
2010/09,Alberta,Purchased receipts from the United States,v44159018,10.4,3077.0
2010/10,Alberta,Purchased receipts from the United States,v44159018,10.4,34591.0
2010/11,Alberta,Purchased receipts from the United States,v44159018,10.4,23602.0
2010/12,Alberta,Purchased receipts from the United States,v44159018,10.4,32381.0
2011/01,Alberta,Purchased receipts from the United States,v44159018,10.4,46366.0
2011/02,Alberta,Purchased receipts from the United States,v44159018,10.4,74020.0
2011/03,Alberta,Purchased receipts from the United States,v44159018,10.4,103603.0
2011/04,Alberta,Purchased receipts from the United States,v44159018,10.4,101275.0
2011/05,Alberta,Purchased receipts from the United States,v44159018,10.4,61101.0
2011/06,Alberta,Purchased receipts from the United States,v44159018,10.4,67195.0
2011/07,Alberta,Purchased receipts from the United States,v44159018,10.4,77612.0
2011/08,Alberta,Purchased receipts from the United States,v44159018,10.4,62929.0
2011/09,Alberta,Purchased receipts from the United States,v44159018,10.4,119410.0
2011/10,Alberta,Purchased receipts from the United States,v44159018,10.4,88821.0
2011/11,Alberta,Purchased receipts from the United States,v44159018,10.4,114367.0
2011/12,Alberta,Purchased receipts from the United States,v44159018,10.4,74079.0
2012/01,Alberta,Purchased receipts from the United States,v44159018,10.4,60219.0
2012/02,Alberta,Purchased receipts from the United States,v44159018,10.4,73141.0
2012/03,Alberta,Purchased receipts from the United States,v44159018,10.4,67966.0
2012/04,Alberta,Purchased receipts from the United States,v44159018,10.4,105998.0
2012/05,Alberta,Purchased receipts from the United States,v44159018,10.4,79919.0
2012/06,Alberta,Purchased receipts from the United States,v44159018,10.4,91116.0
2012/07,Alberta,Purchased receipts from the United States,v44159018,10.4,83207.0
2012/08,Alberta,Purchased receipts from the United States,v44159018,10.4,49632.0
2012/09,Alberta,Purchased receipts from the United States,v44159018,10.4,45208.0
2012/10,Alberta,Purchased receipts from the United States,v44159018,10.4,69521.0
2012/11,Alberta,Purchased receipts from the United States,v44159018,10.4,90190.0
2012/12,Alberta,Purchased receipts from the United States,v44159018,10.4,35490.0
2013/01,Alberta,Purchased receipts from the United States,v44159018,10.4,89254.0
2013/02,Alberta,Purchased receipts from the United States,v44159018,10.4,31831.0
2013/03,Alberta,Purchased receipts from the United States,v44159018,10.4,97591.0
2013/04,Alberta,Purchased receipts from the United States,v44159018,10.4,62943.0
2013/05,Alberta,Purchased receipts from the United States,v44159018,10.4,31837.0
2013/06,Alberta,Purchased receipts from the United States,v44159018,10.4,44170.0
2013/07,Alberta,Purchased receipts from the United States,v44159018,10.4,34731.0
2013/08,Alberta,Purchased receipts from the United States,v44159018,10.4,31151.0
2013/09,Alberta,Purchased receipts from the United States,v44159018,10.4,34961.0
2013/10,Alberta,Purchased receipts from the United States,v44159018,10.4,48714.0
2013/11,Alberta,Purchased receipts from the United States,v44159018,10.4,62387.0
2013/12,Alberta,Purchased receipts from the United States,v44159018,10.4,79332.0
2014/01,Alberta,Purchased receipts from the United States,v44159018,10.4,87056.0
2014/02,Alberta,Purchased receipts from the United States,v44159018,10.4,121484.0
2014/03,Alberta,Purchased receipts from the United States,v44159018,10.4,150802.0
2014/04,Alberta,Purchased receipts from the United States,v44159018,10.4,115849.0
2014/05,Alberta,Purchased receipts from the United States,v44159018,10.4,87992.0
2014/06,Alberta,Purchased receipts from the United States,v44159018,10.4,72336.0
2014/07,Alberta,Purchased receipts from the United States,v44159018,10.4,114792.0
2014/08,Alberta,Purchased receipts from the United States,v44159018,10.4,42830.0
2014/09,Alberta,Purchased receipts from the United States,v44159018,10.4,13552.0
2014/10,Alberta,Purchased receipts from the United States,v44159018,10.4,39485.0
2014/11,Alberta,Purchased receipts from the United States,v44159018,10.4,56811.0
2014/12,Alberta,Purchased receipts from the United States,v44159018,10.4,31467.0
2015/01,Alberta,Purchased receipts from the United States,v44159018,10.4,80373.0
2015/02,Alberta,Purchased receipts from the United States,v44159018,10.4,85637.0
2015/03,Alberta,Purchased receipts from the United States,v44159018,10.4,43528.0
2015/04,Alberta,Purchased receipts from the United States,v44159018,10.4,12861.0
2015/05,Alberta,Purchased receipts from the United States,v44159018,10.4,46300.0
2015/06,Alberta,Purchased receipts from the United States,v44159018,10.4,84828.0
2015/07,Alberta,Purchased receipts from the United States,v44159018,10.4,20307.0
2015/08,Alberta,Purchased receipts from the United States,v44159018,10.4,34914.0
2015/09,Alberta,Purchased receipts from the United States,v44159018,10.4,28333.0
2015/10,Alberta,Purchased receipts from the United States,v44159018,10.4,9652.0
2015/11,Alberta,Purchased receipts from the United States,v44159018,10.4,8146.0
2015/12,Alberta,Purchased receipts from the United States,v44159018,10.4,47514.0
2008/01,Alberta,Total deliveries,v44159019,10.6,88594.0
2008/02,Alberta,Total deliveries,v44159019,10.6,84423.0
2008/03,Alberta,Total deliveries,v44159019,10.6,79042.0
2008/04,Alberta,Total deliveries,v44159019,10.6,36563.0
2008/05,Alberta,Total deliveries,v44159019,10.6,44917.0
2008/06,Alberta,Total deliveries,v44159019,10.6,2598.0
2008/07,Alberta,Total deliveries,v44159019,10.6,45810.0
2008/08,Alberta,Total deliveries,v44159019,10.6,48067.0
2008/09,Alberta,Total deliveries,v44159019,10.6,41684.0
2008/10,Alberta,Total deliveries,v44159019,10.6,59997.0
2008/11,Alberta,Total deliveries,v44159019,10.6,42800.0
2008/12,Alberta,Total deliveries,v44159019,10.6,49721.0
2009/01,Alberta,Total deliveries,v44159019,10.6,35235.0
2009/02,Alberta,Total deliveries,v44159019,10.6,36863.0
2009/03,Alberta,Total deliveries,v44159019,10.6,30280.0
2009/04,Alberta,Total deliveries,v44159019,10.6,52564.0
2009/05,Alberta,Total deliveries,v44159019,10.6,57365.0
2009/06,Alberta,Total deliveries,v44159019,10.6,11458.0
2009/07,Alberta,Total deliveries,v44159019,10.6,38473.0
2009/08,Alberta,Total deliveries,v44159019,10.6,67111.0
2009/09,Alberta,Total deliveries,v44159019,10.6,34746.0
2009/10,Alberta,Total deliveries,v44159019,10.6,65493.0
2009/11,Alberta,Total deliveries,v44159019,10.6,35778.0
2009/12,Alberta,Total deliveries,v44159019,10.6,64043.0
2010/01,Alberta,Total deliveries,v44159019,10.6,34765.0
2010/02,Alberta,Total deliveries,v44159019,10.6,27119.0
2010/03,Alberta,Total deliveries,v44159019,10.6,63487.0
2010/04,Alberta,Total deliveries,v44159019,10.6,24339.0
2010/05,Alberta,Total deliveries,v44159019,10.6,4499.0
2010/06,Alberta,Total deliveries,v44159019,10.6,552.0
2010/07,Alberta,Total deliveries,v44159019,10.6,15239.0
2010/08,Alberta,Total deliveries,v44159019,10.6,7780.0
2010/09,Alberta,Total deliveries,v44159019,10.6,25897.0
2010/10,Alberta,Total deliveries,v44159019,10.6,19684.0
2010/11,Alberta,Total deliveries,v44159019,10.6,99647.0
2010/12,Alberta,Total deliveries,v44159019,10.6,94363.0
2011/01,Alberta,Total deliveries,v44159019,10.6,5059.0
2011/02,Alberta,Total deliveries,v44159019,10.6,10161.0
2011/03,Alberta,Total deliveries,v44159019,10.6,1168.0
2011/04,Alberta,Total deliveries,v44159019,10.6,1618.0
2011/05,Alberta,Total deliveries,v44159019,10.6,9483.0
2011/06,Alberta,Total deliveries,v44159019,10.6,43191.0
2011/07,Alberta,Total deliveries,v44159019,10.6,11020.0
2011/08,Alberta,Total deliveries,v44159019,10.6,1133.0
2011/09,Alberta,Total deliveries,v44159019,10.6,13372.0
2011/10,Alberta,Total deliveries,v44159019,10.6,22184.0
2011/11,Alberta,Total deliveries,v44159019,10.6,3338.0
2011/12,Alberta,Total deliveries,v44159019,10.6,8624.0
2012/01,Alberta,Total deliveries,v44159019,10.6,13789.0
2012/02,Alberta,Total deliveries,v44159019,10.6,13101.0
2012/03,Alberta,Total deliveries,v44159019,10.6,11073.0
2012/04,Alberta,Total deliveries,v44159019,10.6,2699.0
2012/05,Alberta,Total deliveries,v44159019,10.6,13013.0
2012/06,Alberta,Total deliveries,v44159019,10.6,8343.0
2012/07,Alberta,Total deliveries,v44159019,10.6,7479.0
2012/08,Alberta,Total deliveries,v44159019,10.6,4677.0
2012/09,Alberta,Total deliveries,v44159019,10.6,16271.0
2012/10,Alberta,Total deliveries,v44159019,10.6,22517.0
2012/11,Alberta,Total deliveries,v44159019,10.6,3468.0
2012/12,Alberta,Total deliveries,v44159019,10.6,12303.0
2013/01,Alberta,Total deliveries,v44159019,10.6,16795.0
2013/02,Alberta,Total deliveries,v44159019,10.6,42819.0
2013/03,Alberta,Total deliveries,v44159019,10.6,9488.0
2013/04,Alberta,Total deliveries,v44159019,10.6,5518.0
2013/05,Alberta,Total deliveries,v44159019,10.6,9640.0
2013/06,Alberta,Total deliveries,v44159019,10.6,7776.0
2013/07,Alberta,Total deliveries,v44159019,10.6,51281.0
2013/08,Alberta,Total deliveries,v44159019,10.6,9167.0
2013/09,Alberta,Total deliveries,v44159019,10.6,28507.0
2013/10,Alberta,Total deliveries,v44159019,10.6,44921.0
2013/11,Alberta,Total deliveries,v44159019,10.6,66558.0
2013/12,Alberta,Total deliveries,v44159019,10.6,63744.0
2014/01,Alberta,Total deliveries,v44159019,10.6,91512.0
2014/02,Alberta,Total deliveries,v44159019,10.6,61125.0
2014/03,Alberta,Total deliveries,v44159019,10.6,65324.0
2014/04,Alberta,Total deliveries,v44159019,10.6,35626.0
2014/05,Alberta,Total deliveries,v44159019,10.6,12894.0
2014/06,Alberta,Total deliveries,v44159019,10.6,2374.0
2014/07,Alberta,Total deliveries,v44159019,10.6,9272.0
2014/08,Alberta,Total deliveries,v44159019,10.6,68017.0
2014/09,Alberta,Total deliveries,v44159019,10.6,54425.0
2014/10,Alberta,Total deliveries,v44159019,10.6,75919.0
2014/11,Alberta,Total deliveries,v44159019,10.6,58178.0
2014/12,Alberta,Total deliveries,v44159019,10.6,61035.0
2015/01,Alberta,Total deliveries,v44159019,10.6,40336.0
2015/02,Alberta,Total deliveries,v44159019,10.6,4251.0
2015/03,Alberta,Total deliveries,v44159019,10.6,34199.0
2015/04,Alberta,Total deliveries,v44159019,10.6,21735.0
2015/05,Alberta,Total deliveries,v44159019,10.6,35269.0
2015/06,Alberta,Total deliveries,v44159019,10.6,34100.0
2015/07,Alberta,Total deliveries,v44159019,10.6,72964.0
2015/08,Alberta,Total deliveries,v44159019,10.6,71129.0
2015/09,Alberta,Total deliveries,v44159019,10.6,197841.0
2015/10,Alberta,Total deliveries,v44159019,10.6,233686.0
2015/11,Alberta,Total deliveries,v44159019,10.6,69488.0
2015/12,Alberta,Total deliveries,v44159019,10.6,39514.0
2008/01,Alberta,Deliveries to other provinces,v44159020,10.7,53991.0
2008/02,Alberta,Deliveries to other provinces,v44159020,10.7,42208.0
2008/03,Alberta,Deliveries to other provinces,v44159020,10.7,55147.0
2008/04,Alberta,Deliveries to other provinces,v44159020,10.7,17072.0
2008/05,Alberta,Deliveries to other provinces,v44159020,10.7,33848.0
2008/06,Alberta,Deliveries to other provinces,v44159020,10.7,1937.0
2008/07,Alberta,Deliveries to other provinces,v44159020,10.7,35559.0
2008/08,Alberta,Deliveries to other provinces,v44159020,10.7,41837.0
2008/09,Alberta,Deliveries to other provinces,v44159020,10.7,35080.0
2008/10,Alberta,Deliveries to other provinces,v44159020,10.7,20847.0
2008/11,Alberta,Deliveries to other provinces,v44159020,10.7,22374.0
2008/12,Alberta,Deliveries to other provinces,v44159020,10.7,36469.0
2009/01,Alberta,Deliveries to other provinces,v44159020,10.7,18726.0
2009/02,Alberta,Deliveries to other provinces,v44159020,10.7,11389.0
2009/03,Alberta,Deliveries to other provinces,v44159020,10.7,15498.0
2009/04,Alberta,Deliveries to other provinces,v44159020,10.7,28754.0
2009/05,Alberta,Deliveries to other provinces,v44159020,10.7,18140.0
2009/06,Alberta,Deliveries to other provinces,v44159020,10.7,6254.0
2009/07,Alberta,Deliveries to other provinces,v44159020,10.7,12399.0
2009/08,Alberta,Deliveries to other provinces,v44159020,10.7,51094.0
2009/09,Alberta,Deliveries to other provinces,v44159020,10.7,33999.0
2009/10,Alberta,Deliveries to other provinces,v44159020,10.7,52394.0
2009/11,Alberta,Deliveries to other provinces,v44159020,10.7,24375.0
2009/12,Alberta,Deliveries to other provinces,v44159020,10.7,39997.0
2010/01,Alberta,Deliveries to other provinces,v44159020,10.7,30501.0
2010/02,Alberta,Deliveries to other provinces,v44159020,10.7,19085.0
2010/03,Alberta,Deliveries to other provinces,v44159020,10.7,55914.0
2010/04,Alberta,Deliveries to other provinces,v44159020,10.7,18903.0
2010/05,Alberta,Deliveries to other provinces,v44159020,10.7,1324.0
2010/06,Alberta,Deliveries to other provinces,v44159020,10.7,0.0
2010/07,Alberta,Deliveries to other provinces,v44159020,10.7,5625.0
2010/08,Alberta,Deliveries to other provinces,v44159020,10.7,1223.0
2010/09,Alberta,Deliveries to other provinces,v44159020,10.7,11542.0
2010/10,Alberta,Deliveries to other provinces,v44159020,10.7,8986.0
2010/11,Alberta,Deliveries to other provinces,v44159020,10.7,10934.0
2010/12,Alberta,Deliveries to other provinces,v44159020,10.7,50.0
2011/01,Alberta,Deliveries to other provinces,v44159020,10.7,0.0
2011/02,Alberta,Deliveries to other provinces,v44159020,10.7,225.0
2011/03,Alberta,Deliveries to other provinces,v44159020,10.7,868.0
2011/04,Alberta,Deliveries to other provinces,v44159020,10.7,673.0
2011/05,Alberta,Deliveries to other provinces,v44159020,10.7,3483.0
2011/06,Alberta,Deliveries to other provinces,v44159020,10.7,39607.0
2011/07,Alberta,Deliveries to other provinces,v44159020,10.7,6053.0
2011/08,Alberta,Deliveries to other provinces,v44159020,10.7,700.0
2011/09,Alberta,Deliveries to other provinces,v44159020,10.7,9150.0
2011/10,Alberta,Deliveries to other provinces,v44159020,10.7,18433.0
2011/11,Alberta,Deliveries to other provinces,v44159020,10.7,3325.0
2011/12,Alberta,Deliveries to other provinces,v44159020,10.7,6901.0
2012/01,Alberta,Deliveries to other provinces,v44159020,10.7,8919.0
2012/02,Alberta,Deliveries to other provinces,v44159020,10.7,8645.0
2012/03,Alberta,Deliveries to other provinces,v44159020,10.7,7825.0
2012/04,Alberta,Deliveries to other provinces,v44159020,10.7,129.0
2012/05,Alberta,Deliveries to other provinces,v44159020,10.7,9505.0
2012/06,Alberta,Deliveries to other provinces,v44159020,10.7,5895.0
2012/07,Alberta,Deliveries to other provinces,v44159020,10.7,4749.0
2012/08,Alberta,Deliveries to other provinces,v44159020,10.7,1014.0
2012/09,Alberta,Deliveries to other provinces,v44159020,10.7,13751.0
2012/10,Alberta,Deliveries to other provinces,v44159020,10.7,16840.0
2012/11,Alberta,Deliveries to other provinces,v44159020,10.7,400.0
2012/12,Alberta,Deliveries to other provinces,v44159020,10.7,7826.0
2013/01,Alberta,Deliveries to other provinces,v44159020,10.7,11220.0
2013/02,Alberta,Deliveries to other provinces,v44159020,10.7,26970.0
2013/03,Alberta,Deliveries to other provinces,v44159020,10.7,4270.0
2013/04,Alberta,Deliveries to other provinces,v44159020,10.7,2535.0
2013/05,Alberta,Deliveries to other provinces,v44159020,10.7,4138.0
2013/06,Alberta,Deliveries to other provinces,v44159020,10.7,3598.0
2013/07,Alberta,Deliveries to other provinces,v44159020,10.7,23744.0
2013/08,Alberta,Deliveries to other provinces,v44159020,10.7,8367.0
2013/09,Alberta,Deliveries to other provinces,v44159020,10.7,28079.0
2013/10,Alberta,Deliveries to other provinces,v44159020,10.7,34895.0
2013/11,Alberta,Deliveries to other provinces,v44159020,10.7,55945.0
2013/12,Alberta,Deliveries to other provinces,v44159020,10.7,53422.0
2014/01,Alberta,Deliveries to other provinces,v44159020,10.7,82204.0
2014/02,Alberta,Deliveries to other provinces,v44159020,10.7,55758.0
2014/03,Alberta,Deliveries to other provinces,v44159020,10.7,64875.0
2014/04,Alberta,Deliveries to other provinces,v44159020,10.7,35057.0
2014/05,Alberta,Deliveries to other provinces,v44159020,10.7,4137.0
2014/06,Alberta,Deliveries to other provinces,v44159020,10.7,1075.0
2014/07,Alberta,Deliveries to other provinces,v44159020,10.7,7069.0
2014/08,Alberta,Deliveries to other provinces,v44159020,10.7,58019.0
2014/09,Alberta,Deliveries to other provinces,v44159020,10.7,51384.0
2014/10,Alberta,Deliveries to other provinces,v44159020,10.7,71686.0
2014/11,Alberta,Deliveries to other provinces,v44159020,10.7,54365.0
2014/12,Alberta,Deliveries to other provinces,v44159020,10.7,55805.0
2015/01,Alberta,Deliveries to other provinces,v44159020,10.7,35030.0
2015/02,Alberta,Deliveries to other provinces,v44159020,10.7,1700.0
2015/03,Alberta,Deliveries to other provinces,v44159020,10.7,28854.0
2015/04,Alberta,Deliveries to other provinces,v44159020,10.7,20481.0
2015/05,Alberta,Deliveries to other provinces,v44159020,10.7,24440.0
2015/06,Alberta,Deliveries to other provinces,v44159020,10.7,16597.0
2015/07,Alberta,Deliveries to other provinces,v44159020,10.7,46473.0
2015/08,Alberta,Deliveries to other provinces,v44159020,10.7,46571.0
2015/09,Alberta,Deliveries to other provinces,v44159020,10.7,120254.0
2015/10,Alberta,Deliveries to other provinces,v44159020,10.7,143819.0
2015/11,Alberta,Deliveries to other provinces,v44159020,10.7,54363.0
2015/12,Alberta,Deliveries to other provinces,v44159020,10.7,23432.0
2008/01,Alberta,Deliveries to the United States,v44159021,10.8,34603.0
2008/02,Alberta,Deliveries to the United States,v44159021,10.8,42215.0
