Ref_Date,GEO,COMPONENTS,Vector,Coordinate,Value
2012/06,New Brunswick,Total generation,v44159080,5.1,583802.0
2012/07,New Brunswick,Total generation,v44159080,5.1,540024.0
2012/08,New Brunswick,Total generation,v44159080,5.1,616948.0
2012/09,New Brunswick,Total generation,v44159080,5.1,538656.0
2012/10,New Brunswick,Total generation,v44159080,5.1,759110.0
2012/11,New Brunswick,Total generation,v44159080,5.1,1119573.0
2012/12,New Brunswick,Total generation,v44159080,5.1,1099081.0
2013/01,New Brunswick,Total generation,v44159080,5.1,1268300.0
2013/02,New Brunswick,Total generation,v44159080,5.1,1265560.0
2013/03,New Brunswick,Total generation,v44159080,5.1,1064634.0
2013/04,New Brunswick,Total generation,v44159080,5.1,995731.0
2013/05,New Brunswick,Total generation,v44159080,5.1,939614.0
2013/06,New Brunswick,Total generation,v44159080,5.1,1198345.0
2013/07,New Brunswick,Total generation,v44159080,5.1,1218603.0
2013/08,New Brunswick,Total generation,v44159080,5.1,1237511.0
2013/09,New Brunswick,Total generation,v44159080,5.1,1186531.0
2013/10,New Brunswick,Total generation,v44159080,5.1,957338.0
2013/11,New Brunswick,Total generation,v44159080,5.1,1225036.0
2013/12,New Brunswick,Total generation,v44159080,5.1,1436122.0
2014/01,New Brunswick,Total generation,v44159080,5.1,1632702.0
2014/02,New Brunswick,Total generation,v44159080,5.1,1392890.0
2014/03,New Brunswick,Total generation,v44159080,5.1,1469907.0
2014/04,New Brunswick,Total generation,v44159080,5.1,1225440.0
2014/05,New Brunswick,Total generation,v44159080,5.1,1097241.0
2014/06,New Brunswick,Total generation,v44159080,5.1,864313.0
2014/07,New Brunswick,Total generation,v44159080,5.1,1192951.0
2014/08,New Brunswick,Total generation,v44159080,5.1,1137913.0
2014/09,New Brunswick,Total generation,v44159080,5.1,1087450.0
2014/10,New Brunswick,Total generation,v44159080,5.1,1226411.0
2014/11,New Brunswick,Total generation,v44159080,5.1,1325093.0
2014/12,New Brunswick,Total generation,v44159080,5.1,1439918.0
2015/01,New Brunswick,Total generation,v44159080,5.1,1486900.0
2015/02,New Brunswick,Total generation,v44159080,5.1,1465859.0
2015/03,New Brunswick,Total generation,v44159080,5.1,1257274.0
2015/04,New Brunswick,Total generation,v44159080,5.1,942332.0
2015/05,New Brunswick,Total generation,v44159080,5.1,1163301.0
2015/06,New Brunswick,Total generation,v44159080,5.1,869207.0
2015/07,New Brunswick,Total generation,v44159080,5.1,958189.0
2015/08,New Brunswick,Total generation,v44159080,5.1,822291.0
2015/09,New Brunswick,Total generation,v44159080,5.1,974682.0
2015/10,New Brunswick,Total generation,v44159080,5.1,1067186.0
2015/11,New Brunswick,Total generation,v44159080,5.1,1291132.0
2015/12,New Brunswick,Total generation,v44159080,5.1,1383559.0
2008/01,New Brunswick,Total receipts,v44159089,5.2,333510.0
2008/02,New Brunswick,Total receipts,v44159089,5.2,334887.0
2008/03,New Brunswick,Total receipts,v44159089,5.2,292069.0
2008/04,New Brunswick,Total receipts,v44159089,5.2,405144.0
2008/05,New Brunswick,Total receipts,v44159089,5.2,501830.0
2008/06,New Brunswick,Total receipts,v44159089,5.2,333880.0
2008/07,New Brunswick,Total receipts,v44159089,5.2,208147.0
2008/08,New Brunswick,Total receipts,v44159089,5.2,140197.0
2008/09,New Brunswick,Total receipts,v44159089,5.2,421363.0
2008/10,New Brunswick,Total receipts,v44159089,5.2,456413.0
2008/11,New Brunswick,Total receipts,v44159089,5.2,383890.0
2008/12,New Brunswick,Total receipts,v44159089,5.2,517255.0
2009/01,New Brunswick,Total receipts,v44159089,5.2,862303.0
2009/02,New Brunswick,Total receipts,v44159089,5.2,799121.0
2009/03,New Brunswick,Total receipts,v44159089,5.2,656869.0
2009/04,New Brunswick,Total receipts,v44159089,5.2,119414.0
2009/05,New Brunswick,Total receipts,v44159089,5.2,186585.0
2009/06,New Brunswick,Total receipts,v44159089,5.2,259631.0
2009/07,New Brunswick,Total receipts,v44159089,5.2,287842.0
2009/08,New Brunswick,Total receipts,v44159089,5.2,307224.0
2009/09,New Brunswick,Total receipts,v44159089,5.2,537429.0
2009/10,New Brunswick,Total receipts,v44159089,5.2,507684.0
2009/11,New Brunswick,Total receipts,v44159089,5.2,361731.0
2009/12,New Brunswick,Total receipts,v44159089,5.2,711443.0
2010/01,New Brunswick,Total receipts,v44159089,5.2,940512.0
2010/02,New Brunswick,Total receipts,v44159089,5.2,729565.0
2010/03,New Brunswick,Total receipts,v44159089,5.2,741695.0
2010/04,New Brunswick,Total receipts,v44159089,5.2,217631.0
2010/05,New Brunswick,Total receipts,v44159089,5.2,456242.0
2010/06,New Brunswick,Total receipts,v44159089,5.2,547390.0
2010/07,New Brunswick,Total receipts,v44159089,5.2,490295.0
2010/08,New Brunswick,Total receipts,v44159089,5.2,385478.0
2010/09,New Brunswick,Total receipts,v44159089,5.2,418276.0
2010/10,New Brunswick,Total receipts,v44159089,5.2,333303.0
2010/11,New Brunswick,Total receipts,v44159089,5.2,370133.0
2010/12,New Brunswick,Total receipts,v44159089,5.2,487086.0
2011/01,New Brunswick,Total receipts,v44159089,5.2,693505.0
2011/02,New Brunswick,Total receipts,v44159089,5.2,665961.0
2011/03,New Brunswick,Total receipts,v44159089,5.2,466317.0
2011/04,New Brunswick,Total receipts,v44159089,5.2,210538.0
2011/05,New Brunswick,Total receipts,v44159089,5.2,221388.0
2011/06,New Brunswick,Total receipts,v44159089,5.2,261588.0
2011/07,New Brunswick,Total receipts,v44159089,5.2,265907.0
2011/08,New Brunswick,Total receipts,v44159089,5.2,262165.0
2011/09,New Brunswick,Total receipts,v44159089,5.2,324018.0
2011/10,New Brunswick,Total receipts,v44159089,5.2,239614.0
2011/11,New Brunswick,Total receipts,v44159089,5.2,310676.0
2011/12,New Brunswick,Total receipts,v44159089,5.2,534030.0
2012/01,New Brunswick,Total receipts,v44159089,5.2,699841.0
2012/02,New Brunswick,Total receipts,v44159089,5.2,503720.0
2012/03,New Brunswick,Total receipts,v44159089,5.2,577826.0
2012/04,New Brunswick,Total receipts,v44159089,5.2,337831.0
2012/05,New Brunswick,Total receipts,v44159089,5.2,306420.0
2012/06,New Brunswick,Total receipts,v44159089,5.2,449928.0
2012/07,New Brunswick,Total receipts,v44159089,5.2,464816.0
2012/08,New Brunswick,Total receipts,v44159089,5.2,432829.0
2012/09,New Brunswick,Total receipts,v44159089,5.2,445903.0
2012/10,New Brunswick,Total receipts,v44159089,5.2,332174.0
2012/11,New Brunswick,Total receipts,v44159089,5.2,259532.0
2012/12,New Brunswick,Total receipts,v44159089,5.2,470447.0
2013/01,New Brunswick,Total receipts,v44159089,5.2,503689.0
2013/02,New Brunswick,Total receipts,v44159089,5.2,329126.0
2013/03,New Brunswick,Total receipts,v44159089,5.2,387327.0
2013/04,New Brunswick,Total receipts,v44159089,5.2,307473.0
2013/05,New Brunswick,Total receipts,v44159089,5.2,77433.0
2013/06,New Brunswick,Total receipts,v44159089,5.2,48847.0
2013/07,New Brunswick,Total receipts,v44159089,5.2,57159.0
2013/08,New Brunswick,Total receipts,v44159089,5.2,29992.0
2013/09,New Brunswick,Total receipts,v44159089,5.2,39609.0
2013/10,New Brunswick,Total receipts,v44159089,5.2,249822.0
2013/11,New Brunswick,Total receipts,v44159089,5.2,180252.0
2013/12,New Brunswick,Total receipts,v44159089,5.2,338137.0
2014/01,New Brunswick,Total receipts,v44159089,5.2,376149.0
2014/02,New Brunswick,Total receipts,v44159089,5.2,321436.0
2014/03,New Brunswick,Total receipts,v44159089,5.2,239523.0
2014/04,New Brunswick,Total receipts,v44159089,5.2,144409.0
2014/05,New Brunswick,Total receipts,v44159089,5.2,105089.0
2014/06,New Brunswick,Total receipts,v44159089,5.2,173551.0
2014/07,New Brunswick,Total receipts,v44159089,5.2,78861.0
2014/08,New Brunswick,Total receipts,v44159089,5.2,92742.0
2014/09,New Brunswick,Total receipts,v44159089,5.2,56550.0
2014/10,New Brunswick,Total receipts,v44159089,5.2,46684.0
2014/11,New Brunswick,Total receipts,v44159089,5.2,90736.0
2014/12,New Brunswick,Total receipts,v44159089,5.2,267212.0
2015/01,New Brunswick,Total receipts,v44159089,5.2,420221.0
2015/02,New Brunswick,Total receipts,v44159089,5.2,337514.0
2015/03,New Brunswick,Total receipts,v44159089,5.2,407510.0
2015/04,New Brunswick,Total receipts,v44159089,5.2,376122.0
2015/05,New Brunswick,Total receipts,v44159089,5.2,119278.0
2015/06,New Brunswick,Total receipts,v44159089,5.2,236884.0
2015/07,New Brunswick,Total receipts,v44159089,5.2,187332.0
2015/08,New Brunswick,Total receipts,v44159089,5.2,297447.0
2015/09,New Brunswick,Total receipts,v44159089,5.2,129502.0
2015/10,New Brunswick,Total receipts,v44159089,5.2,192188.0
2015/11,New Brunswick,Total receipts,v44159089,5.2,78587.0
2015/12,New Brunswick,Total receipts,v44159089,5.2,217755.0
2008/01,New Brunswick,Receipts from other provinces,v44159090,5.3,315920.0
2008/02,New Brunswick,Receipts from other provinces,v44159090,5.3,320210.0
2008/03,New Brunswick,Receipts from other provinces,v44159090,5.3,203719.0
2008/04,New Brunswick,Receipts from other provinces,v44159090,5.3,345428.0
2008/05,New Brunswick,Receipts from other provinces,v44159090,5.3,381550.0
2008/06,New Brunswick,Receipts from other provinces,v44159090,5.3,251041.0
2008/07,New Brunswick,Receipts from other provinces,v44159090,5.3,172222.0
2008/08,New Brunswick,Receipts from other provinces,v44159090,5.3,92496.0
2008/09,New Brunswick,Receipts from other provinces,v44159090,5.3,259384.0
2008/10,New Brunswick,Receipts from other provinces,v44159090,5.3,335289.0
2008/11,New Brunswick,Receipts from other provinces,v44159090,5.3,324720.0
2008/12,New Brunswick,Receipts from other provinces,v44159090,5.3,468682.0
2009/01,New Brunswick,Receipts from other provinces,v44159090,5.3,783342.0
2009/02,New Brunswick,Receipts from other provinces,v44159090,5.3,732550.0
2009/03,New Brunswick,Receipts from other provinces,v44159090,5.3,544567.0
2009/04,New Brunswick,Receipts from other provinces,v44159090,5.3,54992.0
2009/05,New Brunswick,Receipts from other provinces,v44159090,5.3,117140.0
2009/06,New Brunswick,Receipts from other provinces,v44159090,5.3,191731.0
2009/07,New Brunswick,Receipts from other provinces,v44159090,5.3,231418.0
2009/08,New Brunswick,Receipts from other provinces,v44159090,5.3,241556.0
2009/09,New Brunswick,Receipts from other provinces,v44159090,5.3,329876.0
2009/10,New Brunswick,Receipts from other provinces,v44159090,5.3,433697.0
2009/11,New Brunswick,Receipts from other provinces,v44159090,5.3,289889.0
2009/12,New Brunswick,Receipts from other provinces,v44159090,5.3,561596.0
2010/01,New Brunswick,Receipts from other provinces,v44159090,5.3,724354.0
2010/02,New Brunswick,Receipts from other provinces,v44159090,5.3,589347.0
2010/03,New Brunswick,Receipts from other provinces,v44159090,5.3,705850.0
2010/04,New Brunswick,Receipts from other provinces,v44159090,5.3,203400.0
2010/05,New Brunswick,Receipts from other provinces,v44159090,5.3,439597.0
2010/06,New Brunswick,Receipts from other provinces,v44159090,5.3,361772.0
2010/07,New Brunswick,Receipts from other provinces,v44159090,5.3,439027.0
2010/08,New Brunswick,Receipts from other provinces,v44159090,5.3,334706.0
2010/09,New Brunswick,Receipts from other provinces,v44159090,5.3,354097.0
2010/10,New Brunswick,Receipts from other provinces,v44159090,5.3,292597.0
2010/11,New Brunswick,Receipts from other provinces,v44159090,5.3,342620.0
2010/12,New Brunswick,Receipts from other provinces,v44159090,5.3,486725.0
2011/01,New Brunswick,Receipts from other provinces,v44159090,5.3,524203.0
2011/02,New Brunswick,Receipts from other provinces,v44159090,5.3,511561.0
2011/03,New Brunswick,Receipts from other provinces,v44159090,5.3,404881.0
2011/04,New Brunswick,Receipts from other provinces,v44159090,5.3,178347.0
2011/05,New Brunswick,Receipts from other provinces,v44159090,5.3,205379.0
2011/06,New Brunswick,Receipts from other provinces,v44159090,5.3,252195.0
2011/07,New Brunswick,Receipts from other provinces,v44159090,5.3,256320.0
2011/08,New Brunswick,Receipts from other provinces,v44159090,5.3,251003.0
2011/09,New Brunswick,Receipts from other provinces,v44159090,5.3,322539.0
2011/10,New Brunswick,Receipts from other provinces,v44159090,5.3,216575.0
2011/11,New Brunswick,Receipts from other provinces,v44159090,5.3,248292.0
2011/12,New Brunswick,Receipts from other provinces,v44159090,5.3,499759.0
2012/01,New Brunswick,Receipts from other provinces,v44159090,5.3,618884.0
2012/02,New Brunswick,Receipts from other provinces,v44159090,5.3,503460.0
2012/03,New Brunswick,Receipts from other provinces,v44159090,5.3,534789.0
2012/04,New Brunswick,Receipts from other provinces,v44159090,5.3,323837.0
2012/05,New Brunswick,Receipts from other provinces,v44159090,5.3,278280.0
2012/06,New Brunswick,Receipts from other provinces,v44159090,5.3,423312.0
2012/07,New Brunswick,Receipts from other provinces,v44159090,5.3,383602.0
2012/08,New Brunswick,Receipts from other provinces,v44159090,5.3,350388.0
2012/09,New Brunswick,Receipts from other provinces,v44159090,5.3,357124.0
2012/10,New Brunswick,Receipts from other provinces,v44159090,5.3,298840.0
2012/11,New Brunswick,Receipts from other provinces,v44159090,5.3,220219.0
2012/12,New Brunswick,Receipts from other provinces,v44159090,5.3,396942.0
2013/01,New Brunswick,Receipts from other provinces,v44159090,5.3,479153.0
2013/02,New Brunswick,Receipts from other provinces,v44159090,5.3,308238.0
2013/03,New Brunswick,Receipts from other provinces,v44159090,5.3,329888.0
2013/04,New Brunswick,Receipts from other provinces,v44159090,5.3,282664.0
2013/05,New Brunswick,Receipts from other provinces,v44159090,5.3,71720.0
2013/06,New Brunswick,Receipts from other provinces,v44159090,5.3,31242.0
2013/07,New Brunswick,Receipts from other provinces,v44159090,5.3,42470.0
2013/08,New Brunswick,Receipts from other provinces,v44159090,5.3,27062.0
2013/09,New Brunswick,Receipts from other provinces,v44159090,5.3,35930.0
2013/10,New Brunswick,Receipts from other provinces,v44159090,5.3,235875.0
2013/11,New Brunswick,Receipts from other provinces,v44159090,5.3,168708.0
2013/12,New Brunswick,Receipts from other provinces,v44159090,5.3,308077.0
2014/01,New Brunswick,Receipts from other provinces,v44159090,5.3,365945.0
2014/02,New Brunswick,Receipts from other provinces,v44159090,5.3,317383.0
